Date/Time;Radiated Energy (e10 J);Impact energy (kt);Velocity (km/s);Altitude (km);Longitude (deg.);Latitude (deg.);Latitude direction (East / West);Latitude direction (North / South);Geo point
1994-12-16T10:41:03+01:00;5.0;0.16;;;27;42;E;S;42.2, 27.6
1994-11-01T07:50:46+01:00;100.0;2.3;;;84;1;W;S;1.5, 84.5
1994-10-27T05:21:29+01:00;32.0;0.85;;;;;;;
1994-10-20T01:11:21+01:00;8.7;0.27;;;1;45;W;S;45.2, 1.9
1991-10-04T10:22:47+01:00;55.0;1.4;;;6;78;E;N;78.7, 6.3
1990-10-01T04:51:47+01:00;250.0;5.2;;;142;7;E;N;7.5, 142.8
2024-06-18T15:51:19+02:00;49.1;1.2;35;44.3;173;44;E;N;44.3, 173.2
2024-06-03T03:13:51+02:00;2.6;0.092;;60.0;53;63;W;S;63.1, 53.2
2024-05-27T05:19:36+02:00;8.4;0.26;39;56.0;39;1;W;N;1.7, 39.4
2024-05-19T00:46:50+02:00;3.7;0.13;40;74.3;8;41;W;N;41.0, 8.8
2024-05-15T14:48:28+02:00;2.8;0.098;;64.2;54;49;W;N;49.8, 54.1
2024-04-09T06:47:44+02:00;3.3;0.11;;36.3;37;36;W;N;36.5, 37.8
2024-02-26T12:21:01+01:00;3.7;0.13;31;33.1;57;22;E;N;22.9, 57.1
2023-12-30T22:04:34+01:00;21.7;0.6;28;37.0;79;63;E;S;63.4, 79.9
2023-10-23T04:51:27+02:00;5.4;0.18;;39.0;75;49;E;S;49.6, 75.4
2023-10-16T19:14:52+02:00;3.0;0.1;19;35.3;65;6;W;S;6.5, 65.4
2023-09-07T17:34:46+02:00;2.1;0.076;;;150;27;E;N;27.0, 150.8
2023-09-03T06:28:01+02:00;2.3;0.082;;37.0;102;43;E;S;43.2, 102.2
2023-07-26T05:41:54+02:00;15.1;0.44;15;36.1;103;18;W;N;18.9, 103.4
2023-04-26T15:14:59+02:00;2.4;0.086;16;29.6;10;47;W;N;47.0, 10.7
2023-03-11T09:21:28+01:00;44.4;1.1;;32.0;79;74;E;S;74.7, 79.5
2023-02-19T07:15:34+01:00;20.3;0.57;23;37.0;109;7;E;N;7.9, 109.9
2023-02-14T23:55:25+01:00;18.4;0.52;15;32.3;53;48;W;S;48.0, 53.3
2023-02-02T21:49:22+01:00;3.0;0.1;;33.0;143;26;W;S;26.2, 143.1
2023-01-12T00:59:50+01:00;4.6;0.15;17;33.5;18;31;E;N;31.5, 18.6
2023-01-09T02:17:14+01:00;9.0;0.28;16;27.0;135;45;E;S;45.7, 135.0
2022-10-28T19:40:11+02:00;4.7;0.16;;45.0;118;7;W;N;7.1, 118.9
2022-10-20T22:55:07+02:00;4.7;0.16;;65.6;165;26;E;N;26.6, 165.1
2022-08-14T09:39:18+02:00;46.8;1.2;;55.5;78;35;E;S;35.0, 78.4
2022-07-27T06:41:30+02:00;52.4;1.3;19;38.1;2;44;W;S;44.8, 2.9
2022-07-20T12:56:53+02:00;8.6;0.27;16;32.2;59;43;W;S;43.0, 59.6
2022-06-30T06:02:57+02:00;9.1;0.28;;56.0;12;31;W;S;31.9, 12.9
2022-06-14T15:12:28+02:00;9.1;0.28;;61.0;39;4;W;N;4.6, 39.1
2022-04-22T00:15:28+02:00;3.9;0.13;12;28.4;68;55;W;S;55.5, 68.9
2022-03-28T12:20:24+02:00;37.8;0.98;19;29.0;74;7;E;S;7.7, 74.3
2022-03-06T16:06:15+01:00;2.0;0.073;;;99;4;W;S;4.1, 99.5
2022-02-07T21:06:26+01:00;348.0;7.0;13;26.5;11;28;E;S;28.7, 11.4
2022-02-03T20:50:40+01:00;15.2;0.44;22;36.0;142;13;E;S;13.3, 142.2
2021-12-29T04:15:35+01:00;2.0;0.073;22;44.0;115;69;E;S;69.7, 115.0
2021-11-17T16:53:21+01:00;2.4;0.086;23;35.0;119;6;E;S;6.8, 119.1
2021-10-20T02:43:57+02:00;2.0;0.073;27;31.4;154;59;E;N;59.0, 154.3
2021-09-29T12:50:59+02:00;13.7;0.4;21;28.0;148;53;W;N;53.9, 148.0
2021-06-09T07:43:59+02:00;2.3;0.082;;;55;17;W;S;17.9, 55.3
2021-04-13T04:16:47+02:00;2.1;0.076;14;44.4;79;26;W;N;26.8, 79.1
2021-03-06T09:43:06+01:00;14.1;0.41;;31.1;90;48;E;S;48.6, 90.4
2021-01-29T17:12:47+01:00;7.7;0.24;;30.0;51;38;W;N;38.8, 51.3
2021-01-24T08:33:43+01:00;6.1;0.2;;37.5;95;45;E;S;45.0, 95.5
2020-12-23T00:23:33+01:00;489.8;9.5;13;35.5;96;31;E;N;31.9, 96.2
2020-11-25T13:20:50+01:00;2.1;0.076;;;81;30;W;S;30.5, 81.0
2020-11-07T22:27:04+01:00;11.1;0.33;16;22.3;16;59;E;N;59.8, 16.8
2020-10-26T16:09:10+01:00;11.4;0.34;17;28.5;160;5;E;S;5.9, 160.4
2020-10-21T20:57:33+02:00;2.2;0.079;;;150;12;W;N;12.9, 150.2
2020-08-02T18:36:25+02:00;7.4;0.23;11;38.0;34;35;W;S;35.1, 34.2
2020-07-22T04:55:40+02:00;2.2;0.079;;36.0;103;20;W;S;20.0, 103.8
2020-07-20T23:25:09+02:00;5.0;0.16;14;31.6;11;51;W;S;51.8, 11.2
2020-07-12T09:50:32+02:00;7.5;0.23;18;29.4;74;48;E;S;48.7, 74.0
2020-05-18T03:11:09+02:00;16.2;0.46;;25.0;77;38;E;S;38.7, 77.2
2020-03-22T07:44:29+01:00;2.5;0.089;;;;;;;
2020-02-11T00:48:17+01:00;2.7;0.095;31;41.7;76;28;E;N;28.2, 76.7
2020-01-27T06:39:15+01:00;4.4;0.15;19;32.5;1;30;E;N;30.4, 1.5
2020-01-17T22:29:49+01:00;9.7;0.29;15;14.5;66;19;W;N;19.4, 66.0
2020-01-15T07:31:39+01:00;19.6;0.55;;31.5;125;23;W;S;23.7, 125.2
2020-01-06T12:03:50+01:00;4.5;0.15;;;17;70;W;S;70.4, 17.5
2019-12-21T15:30:52+01:00;6.5;0.21;22;35.5;147;56;W;N;56.5, 147.6
2019-11-05T12:24:51+01:00;11.0;0.33;27;38.0;143;10;W;S;10.4, 143.3
2019-10-23T00:21:15+02:00;2.7;0.095;;40.7;76;12;W;N;12.0, 76.0
2019-10-10T18:16:36+02:00;20.6;0.57;14;47.3;122;44;E;N;44.3, 122.9
2019-09-13T04:02:04+02:00;4.2;0.14;13;27.4;126;18;E;S;18.6, 126.9
2019-09-12T04:34:58+02:00;5.9;0.19;17;30.6;47;24;W;N;24.9, 47.8
2019-08-16T22:36:05+02:00;2.5;0.089;14;36.0;7;38;E;N;38.9, 7.0
2019-06-30T18:52:58+02:00;3.2;0.11;42;59.0;129;21;W;N;21.2, 129.5
2019-06-22T23:25:48+02:00;294.7;6.0;14;25.0;66;14;W;N;14.9, 66.2
2019-06-20T08:07:32+02:00;2.8;0.098;;37.0;67;7;W;N;7.3, 67.6
2019-05-26T12:07:55+02:00;4.2;0.14;17;24.4;25;56;W;N;56.6, 25.3
2019-05-25T08:44:04+02:00;4.9;0.16;15;29.2;89;19;E;S;19.2, 89.4
2019-05-21T15:21:35+02:00;65.6;1.6;11;31.5;137;38;E;S;38.8, 137.5
2019-05-19T16:47:03+02:00;3.3;0.11;15;33.3;132;23;E;S;23.6, 132.8
2019-03-19T03:06:39+01:00;2.0;0.073;16;28.7;140;24;E;S;24.0, 140.3
2019-03-15T13:26:56+01:00;4.6;0.15;14;31.5;95;63;E;N;63.7, 95.7
2019-02-18T11:00:43+01:00;195.8;4.2;20;26.0;25;15;E;S;15.5, 25.3
2019-02-01T19:17:10+01:00;57.9;1.4;16;23.7;83;22;W;N;22.5, 83.8
2019-01-22T10:18:01+01:00;3.6;0.12;11;42.5;6;18;E;N;18.0, 6.5
2018-12-24T00:38:03+01:00;8.9;0.27;16;31.8;174;47;W;S;47.5, 174.4
2018-11-20T18:30:28+01:00;42.2;1.1;17;27.4;6;25;W;N;25.3, 6.7
2018-11-17T22:48:24+01:00;22.0;0.61;19;32.5;172;47;W;N;47.3, 172.9
2018-10-05T02:27:04+02:00;3.8;0.13;14;31.5;31;39;W;S;39.8, 31.7
2018-09-25T16:10:33+02:00;80.6;1.9;16;33.0;56;23;E;S;23.5, 56.8
2018-07-27T11:35:14+02:00;10.5;0.32;;32.0;105;58;E;S;58.8, 105.8
2018-07-17T17:17:37+02:00;21.1;0.59;;;136;82;W;N;82.5, 136.7
2018-06-26T19:51:53+02:00;2.9;0.1;14;63.0;12;32;E;N;32.0, 12.1
2018-05-12T05:26:46+02:00;19.3;0.54;;34.0;173;6;E;S;6.5, 173.7
2018-05-08T04:27:13+02:00;7.3;0.23;;;60;32;W;N;32.0, 60.7
2018-04-21T14:06:04+02:00;3.6;0.12;14;28.2;45;59;E;S;59.0, 45.8
2018-02-12T03:15:19+01:00;3.9;0.13;;;58;15;W;S;15.9, 58.9
2018-01-06T19:24:28+01:00;3.6;0.12;;26.0;12;39;E;S;39.5, 12.8
2017-10-27T00:05:35+02:00;55.8;1.4;;42.5;177;21;E;S;21.3, 177.6
2017-10-15T06:33:16+02:00;3.3;0.11;15;24.1;128;65;E;S;65.2, 128.2
2017-09-05T07:11:27+02:00;3.8;0.13;14;36.0;116;49;W;N;49.3, 116.9
2017-07-23T08:12:38+02:00;3.5;0.12;17;38.0;69;6;W;S;6.6, 69.7
2017-06-23T22:21:55+02:00;18.4;0.52;24;35.1;143;57;E;N;57.0, 143.7
2017-05-14T11:30:35+02:00;3.5;0.12;;33.0;32;26;E;S;26.0, 32.4
2017-03-11T05:51:21+01:00;126.3;2.9;;28.0;60;28;W;N;28.3, 60.2
2017-02-25T02:22:59+01:00;6.5;0.21;12;25.4;13;29;E;N;29.5, 13.5
2017-02-22T19:47:30+01:00;3.8;0.13;;;66;50;W;S;50.7, 66.0
2017-02-06T07:09:59+01:00;6.6;0.21;;33.5;131;10;E;N;10.4, 131.6
2016-12-23T04:29:09+01:00;3.8;0.13;29;42.0;49;21;E;N;21.3, 49.3
2016-11-03T18:14:29+01:00;7.6;0.24;;37.0;16;39;W;S;39.6, 16.3
2016-09-22T06:57:49+02:00;7.1;0.22;17;40.0;178;51;E;S;51.8, 178.5
2016-08-11T07:59:58+02:00;18.4;0.52;14;34.3;53;43;E;S;43.7, 53.8
2016-08-05T20:02:44+02:00;12.1;0.36;;32.4;171;46;E;N;46.4, 171.6
2016-06-02T12:56:32+02:00;17.2;0.49;;;110;33;W;N;33.8, 110.9
2016-05-20T13:59:46+02:00;2.0;0.073;20;30.6;15;32;E;S;32.8, 15.1
2016-05-16T12:09:41+02:00;51.9;1.3;12;41.7;6;3;E;N;3.2, 6.6
2016-05-13T02:34:01+02:00;10.1;0.31;;33.0;122;26;W;N;26.2, 122.3
2016-04-24T07:39:24+02:00;14.6;0.42;;50.0;42;9;W;N;9.8, 42.8
2016-02-23T04:59:13+01:00;3.5;0.12;17;44.0;67;32;E;N;32.3, 67.2
2016-02-19T09:15:02+01:00;20.2;0.56;15;39.4;11;0;W;N;0.7, 11.6
2015-11-02T22:34:20+01:00;7.8;0.24;;37.0;33;41;E;S;41.4, 33.0
2015-10-31T12:34:30+01:00;9.7;0.29;;71.0;138;9;W;N;9.0, 138.0
2015-10-30T08:07:12+01:00;18.0;0.51;;;161;85;W;S;85.0, 161.7
2015-09-17T23:03:14+02:00;9.8;0.3;;;94;43;E;S;43.1, 94.9
2015-09-15T01:50:50+02:00;7.0;0.22;;;15;5;W;N;5.8, 15.2
2015-09-08T15:46:42+02:00;2.0;0.073;16;44.4;29;6;E;N;6.3, 29.9
2015-09-07T03:41:19+02:00;179.8;3.9;21;29.3;98;14;E;N;14.5, 98.9
2015-07-13T00:23:14+02:00;2.2;0.079;;41.0;159;31;E;N;31.0, 159.6
2015-07-04T03:40:11+02:00;5.6;0.18;49;46.3;103;38;E;N;38.6, 103.1
2015-05-20T12:20:41+02:00;3.6;0.12;;32.4;172;1;E;N;1.0, 172.6
2015-05-07T22:34:34+02:00;5.2;0.17;17;37.0;29;21;W;S;21.5, 29.3
2015-04-10T03:14:27+02:00;6.5;0.21;;;8;42;E;S;42.8, 8.2
2015-03-18T01:04:50+01:00;12.1;0.36;;50.0;159;5;E;S;5.4, 159.3
2015-03-11T07:18:59+01:00;7.2;0.23;19;35.2;119;8;E;N;8.0, 119.1
2015-01-09T18:31:47+01:00;2.2;0.079;;;49;23;W;S;23.3, 49.2
2015-01-09T11:41:11+01:00;13.9;0.41;17;36.0;28;2;E;N;2.0, 28.8
2014-12-13T03:53:52+01:00;4.4;0.15;21;30.7;162;86;W;N;86.7, 162.1
2014-12-12T07:48:11+01:00;3.3;0.11;12;26.3;144;33;E;N;33.5, 144.9
2014-12-09T22:19:18+01:00;7.8;0.24;;26.3;96;76;E;N;76.6, 96.3
2014-11-28T12:47:18+01:00;70.0;1.7;13;26.1;172;45;W;S;45.8, 172.7
2014-11-26T18:40:16+01:00;10.5;0.32;19;37.0;24;68;W;S;68.2, 24.0
2014-11-04T21:13:30+01:00;15.6;0.45;16;22.2;115;43;E;N;43.1, 115.8
2014-10-21T20:55:37+02:00;3.4;0.12;;;132;22;W;N;22.2, 132.9
2014-10-14T12:25:03+02:00;2.9;0.1;16;27.2;119;2;E;S;2.0, 119.2
2014-10-06T22:02:15+02:00;3.9;0.13;;;85;43;E;S;43.7, 85.7
2014-09-09T20:55:46+02:00;2.8;0.098;;32.5;137;3;E;N;3.2, 137.2
2014-09-05T23:37:26+02:00;3.5;0.12;;;150;22;W;N;22.7, 150.0
2014-06-28T04:40:07+02:00;24.5;0.67;12;26.3;141;18;E;N;18.9, 141.2
2014-05-29T03:12:36+02:00;5.8;0.19;;28.7;131;21;W;N;21.9, 131.1
2014-05-08T21:42:37+02:00;105.0;2.4;19;35.4;87;36;E;S;36.9, 87.3
2014-02-18T13:50:44+01:00;2.6;0.092;;;61;32;W;S;32.8, 61.5
2014-01-12T17:00:48+01:00;7.8;0.24;16;37.0;64;2;E;N;2.9, 64.4
2013-12-08T04:10:09+01:00;6.4;0.2;11;23.5;165;32;W;N;32.8, 165.1
2013-06-13T04:51:14+02:00;2.2;0.079;;;;;;;
2013-04-30T10:40:38+02:00;511.0;10.0;12;21.2;30;35;W;N;35.5, 30.7
2013-03-12T11:32:59+01:00;2.9;0.1;;26.0;17;32;E;S;32.7, 17.1
2013-02-20T14:13:07+01:00;3.2;0.1;13;;38;23;W;S;23.0, 38.8
2013-02-07T14:12:24+01:00;6.5;0.21;;;158;18;W;S;18.8, 158.6
2013-01-12T04:04:21+01:00;4.8;0.16;;36.1;155;15;W;S;15.1, 155.6
2012-12-30T08:25:35+01:00;19.8;0.55;;;83;17;W;N;17.3, 83.6
2012-11-20T21:37:31+01:00;2.5;0.089;14;33.3;29;2;E;N;2.5, 29.6
2012-10-25T17:57:19+02:00;3.0;0.1;;;;;;;
2012-09-28T07:44:12+02:00;3.8;0.13;;;73;6;E;S;6.9, 73.7
2012-09-12T00:07:30+02:00;5.2;0.17;;;105;18;E;S;18.9, 105.2
2012-08-26T16:55:47+02:00;24.9;0.68;12;36.0;117;11;E;N;11.8, 117.0
2012-06-05T09:44:54+02:00;2.4;0.086;;;;;;;
2012-05-25T13:31:24+02:00;6.0;0.19;;;36;41;W;S;41.8, 36.2
2012-05-22T10:31:42+02:00;21.1;0.59;;;;;;;
2012-05-15T13:04:17+02:00;13.2;0.39;17;33.3;135;61;W;S;61.8, 135.5
2012-04-20T00:12:10+02:00;3.0;0.1;;;16;5;E;N;5.5, 16.8
2012-03-12T07:40:44+01:00;9.9;0.3;11;25.0;139;2;E;N;2.5, 139.8
2012-02-17T11:47:16+01:00;15.4;0.44;;45.6;39;3;W;S;3.2, 39.9
2012-02-12T06:25:52+01:00;14.0;0.41;;61.0;54;31;E;S;31.7, 54.9
2012-02-04T15:42:51+01:00;15.0;0.43;12;34.2;0;32;E;N;32.4, 0.1
2011-12-11T18:29:33+01:00;2.9;0.1;;;;;;;
2011-10-12T09:13:20+02:00;3.6;0.12;;;78;26;W;S;26.4, 78.4
2011-08-20T22:01:37+02:00;2.3;0.082;;;2;27;W;S;27.2, 2.8
2011-08-11T04:56:08+02:00;3.5;0.12;;;;;;;
2011-08-04T09:25:57+02:00;2.8;0.098;;63.0;86;40;W;S;40.7, 86.7
2011-05-16T15:39:06+02:00;2.0;0.073;;;92;1;E;S;1.2, 92.8
2011-04-17T13:21:44+02:00;2.4;0.086;;;;;;;
2011-04-06T10:30:55+02:00;14.8;0.43;12;22.2;43;71;W;N;71.1, 43.5
2011-03-24T21:23:58+01:00;5.8;0.19;;59.0;127;0;W;N;0.6, 127.5
2011-03-01T11:37:54+01:00;3.7;0.13;11;30.6;103;53;E;N;53.5, 103.9
2010-12-09T03:54:07+01:00;6.3;0.2;;66.0;169;54;W;S;54.5, 169.7
2010-11-19T08:25:56+01:00;3.3;0.11;;30.0;148;10;E;S;10.3, 148.8
2010-09-24T14:02:07+02:00;5.0;0.16;;;50;67;W;S;67.4, 50.6
2010-09-08T21:51:36+02:00;6.5;0.21;;46.3;65;13;W;S;13.9, 65.5
2010-09-06T01:37:33+02:00;68.3;1.7;;35.2;49;25;E;S;25.9, 49.0
2010-09-03T14:04:58+02:00;175.0;3.8;12;33.3;146;61;E;S;61.0, 146.7
2010-07-15T03:49:56+02:00;2.4;0.086;;;178;60;W;N;60.9, 178.1
2010-07-07T01:54:43+02:00;756.0;14.0;15;26.0;174;34;W;S;34.1, 174.5
2010-04-17T04:21:58+02:00;5.6;0.18;;;173;13;W;N;13.1, 173.0
2010-04-06T20:33:12+02:00;8.0;0.25;;;146;52;W;N;52.8, 146.5
2010-03-14T19:44:42+01:00;4.2;0.14;;35.6;90;33;W;N;33.8, 90.2
2010-03-08T23:44:41+01:00;3.0;0.1;;53.0;110;18;E;N;18.2, 110.1
2010-03-08T23:02:07+01:00;32.3;0.85;24;52.0;92;32;W;N;32.0, 92.9
2009-12-31T13:50:25+01:00;10.2;0.31;;20.7;178;37;W;N;37.9, 178.3
2009-11-21T21:53:00+01:00;1000.0;18.0;32;38.0;29;22;E;S;22.0, 29.2
2009-09-18T22:13:56+02:00;14.4;0.42;;;29;7;W;N;7.7, 29.5
2009-07-16T08:39:05+02:00;72.7;1.8;;32.2;59;24;W;S;24.4, 59.8
2009-07-03T06:02:00+02:00;2.7;0.095;;;;;;;
2009-06-18T06:39:00+02:00;3.3;0.11;;57.4;16;23;W;S;23.7, 16.0
2009-06-10T00:42:28+02:00;28.1;0.76;;34.2;152;54;W;N;54.9, 152.7
2008-12-12T12:36:36+01:00;21.6;0.6;;50.0;9;7;W;S;7.0, 9.7
2008-11-24T23:01:19+01:00;14.6;0.42;23;34.8;146;57;E;S;57.9, 146.1
2008-09-09T11:49:41+02:00;5.9;0.19;;;;;;;
2008-05-29T23:23:56+02:00;2.1;0.076;;;83;15;W;N;15.7, 83.5
2008-05-15T13:29:55+02:00;8.0;0.25;;;41;28;W;N;28.0, 41.5
2008-04-30T03:18:38+02:00;2.0;0.073;;;35;33;W;S;33.6, 35.1
2008-02-24T20:33:14+01:00;7.4;0.23;;;;;;;
2008-02-19T14:30:30+01:00;2.0;0.073;;;119;48;W;N;48.9, 119.8
2008-02-16T09:38:39+01:00;7.1;0.22;;;;;;;
2008-01-09T04:53:15+01:00;4.1;0.14;11;31.5;67;66;W;S;66.8, 67.3
2007-06-08T15:32:00+02:00;23.5;0.65;;38.9;175;52;E;S;52.0, 175.3
2007-06-07T23:28:12+02:00;3.1;0.11;;29.6;53;21;E;N;21.9, 53.1
2007-05-16T18:20:58+02:00;3.8;0.13;;;111;4;E;S;4.5, 111.7
2007-05-16T06:45:52+02:00;40.0;1.0;;31.5;164;42;E;S;42.4, 164.0
2007-05-04T19:52:39+02:00;17.5;0.5;;48.0;109;22;E;N;22.9, 109.4
2007-04-18T14:44:23+02:00;11.2;0.33;24;38.0;171;83;W;S;83.7, 171.2
2007-04-16T16:56:51+02:00;2.4;0.086;;;;;;;
2007-03-17T07:48:35+01:00;4.0;0.13;14;32.5;4;7;E;N;7.1, 4.1
2007-01-26T23:22:21+01:00;14.7;0.43;;;99;3;E;N;3.7, 99.7
2007-01-17T10:50:46+01:00;54.8;1.4;;33.3;50;8;E;S;8.7, 50.8
2007-01-01T12:43:29+01:00;3.6;0.12;;53.0;116;44;E;N;44.4, 116.5
2006-12-09T07:31:12+01:00;741.0;14.0;15;26.5;26;26;E;N;26.2, 26.0
2006-10-09T06:45:30+02:00;4.1;0.14;;22.2;78;47;E;S;47.0, 78.9
2006-09-23T20:52:58+02:00;12.1;0.36;;;108;29;W;S;29.0, 108.0
2006-09-02T19:57:58+02:00;2.2;0.079;;;;;;;
2006-08-29T03:38:36+02:00;9.2;0.28;;40.7;162;44;W;S;44.0, 162.0
2006-08-09T06:30:44+02:00;102.0;2.4;;37.0;53;23;E;S;23.1, 53.7
2006-07-16T01:55:45+02:00;8.5;0.26;12;29.6;5;78;W;S;78.3, 5.0
2006-05-21T09:51:11+02:00;26.3;0.71;;;25;11;W;S;11.6, 25.5
2006-05-06T17:39:06+02:00;12.8;0.38;;35.2;152;60;W;S;60.2, 152.3
2006-04-25T20:46:53+02:00;2.0;0.073;;;;;;;
2006-04-08T15:16:23+02:00;12.7;0.37;;33.3;113;17;W;N;17.3, 113.2
2006-04-04T13:30:08+02:00;240.0;5.0;;25.0;26;26;W;N;26.6, 26.6
2006-02-06T02:57:37+01:00;119.0;2.7;;35.2;18;54;E;S;54.5, 18.1
2006-02-04T09:38:05+01:00;10.0;0.3;19;38.9;143;36;W;N;36.9, 143.6
2005-12-29T11:05:35+01:00;19.0;0.53;20;42.2;154;3;W;S;3.0, 154.9
2005-12-01T11:40:20+01:00;3.2;0.11;;;155;6;W;S;6.4, 155.8
2005-11-11T21:34:23+01:00;4.2;0.14;;29.6;134;21;W;N;21.4, 134.1
2005-11-02T08:04:32+01:00;3.2;0.11;;68.5;154;33;W;N;33.9, 154.9
2005-11-02T06:16:47+01:00;6.7;0.21;;74.0;123;22;W;N;22.9, 123.8
2005-10-26T23:30:47+02:00;13.8;0.4;;16.7;80;36;W;S;36.3, 80.5
2005-08-20T14:10:24+02:00;2.7;0.095;;;;;;;
2005-05-27T16:12:13+02:00;2.0;0.073;;50.5;145;48;E;S;48.9, 145.1
2005-05-14T15:02:53+02:00;12.9;0.38;;;;;;;
2005-04-15T08:54:59+02:00;2.1;0.076;;39.0;73;43;W;S;43.8, 73.9
2005-04-14T16:05:22+02:00;7.1;0.22;;26.5;176;4;W;N;4.9, 176.0
2005-04-11T07:20:29+02:00;10.6;0.32;;37.0;95;34;W;S;34.2, 95.7
2005-04-06T03:30:24+02:00;2.9;0.1;;70.0;154;42;E;S;42.7, 154.6
2005-04-01T00:15:55+02:00;3.8;0.13;;;36;42;W;N;42.8, 36.2
2005-03-18T17:48:32+01:00;2.7;0.095;;33.0;34;9;W;S;9.7, 34.7
2005-03-09T16:47:36+01:00;5.3;0.17;;44.4;157;21;W;S;21.4, 157.9
2005-01-19T02:43:14+01:00;14.1;0.41;;40.7;164;27;W;S;27.5, 164.9
2004-11-30T09:32:53+01:00;18.1;0.51;;;171;61;W;N;61.0, 171.0
2004-11-17T04:13:04+01:00;18.6;0.52;;;;;;;
2004-10-14T13:41:01+02:00;9.3;0.28;;;;;;;
2004-10-07T15:14:43+02:00;1037.0;18.0;19;35.0;71;27;E;S;27.3, 71.5
2004-10-04T06:39:52+02:00;7.1;0.22;;;150;3;W;N;3.7, 150.9
2004-09-03T14:07:22+02:00;726.0;13.0;;31.5;18;67;E;S;67.7, 18.2
2004-07-22T05:34:31+02:00;3.5;0.12;;;;;;;
2004-07-04T18:58:04+02:00;7.9;0.25;;;;;;;
2004-06-11T17:41:40+02:00;10.4;0.31;;;;;;;
2004-05-18T13:12:12+02:00;39.4;1.0;;;47;28;W;S;28.1, 47.4
2004-05-06T04:22:49+02:00;4.9;0.16;;;;;;;
2004-01-02T05:27:59+01:00;13.4;0.39;;63.0;3;28;E;S;28.2, 3.2
2003-11-26T03:00:04+01:00;3.5;0.12;;32.0;22;22;E;S;22.9, 22.7
2003-09-22T05:45:43+02:00;3.3;0.11;;;;;;;
2003-09-02T22:00:46+02:00;38.5;1.0;;;161;51;W;N;51.3, 161.0
2003-06-10T16:11:07+02:00;3.2;0.11;;;122;41;E;S;41.8, 122.9
2003-05-28T01:32:32+02:00;6.8;0.22;;;166;5;E;N;5.2, 166.2
2003-05-19T05:38:12+02:00;52.1;1.3;;;;;;;
2003-05-15T08:28:32+02:00;4.3;0.14;;;80;54;W;N;54.0, 80.4
2003-04-01T06:40:55+02:00;3.1;0.11;;;;;;;
2003-02-04T15:07:08+01:00;13.5;0.4;;;41;59;E;S;59.9, 41.0
2002-11-21T01:11:17+01:00;24.0;0.66;;;154;1;W;S;1.4, 154.0
2002-11-10T23:13:54+01:00;46.0;1.2;;;166;16;W;N;16.0, 166.0
2002-10-09T14:00:35+02:00;4.9;0.16;;;175;4;W;S;4.3, 175.9
2002-03-18T15:44:57+01:00;2.0;0.073;;;120;60;W;S;60.4, 120.5
2002-03-09T02:20:24+01:00;24.9;0.68;;;147;6;W;N;6.9, 147.3
2002-03-03T22:10:55+01:00;8.2;0.25;;;154;37;E;N;37.5, 154.0
2002-02-01T20:07:54+01:00;7.0;0.22;;;116;60;E;N;60.7, 116.6
2002-01-03T13:19:37+01:00;12.3;0.36;;;;;;;
2001-12-14T18:58:04+01:00;15.1;0.44;;;;;;;
2001-12-12T17:56:13+01:00;9.8;0.3;;;;;;;
2001-11-13T11:58:48+01:00;31.2;0.83;;;;;;;
2001-10-14T14:03:11+02:00;8.9;0.27;;;;;;;
2001-10-12T05:11:53+02:00;6.2;0.2;;;;;;;
2001-10-06T08:29:38+02:00;15.8;0.45;;;;;;;
2001-09-25T13:54:06+02:00;4.2;0.14;;;;;;;
2001-08-26T18:08:52+02:00;3.8;0.13;;;;;;;
2001-08-18T15:57:43+02:00;4.0;0.13;;;;;;;
2001-07-26T23:20:19+02:00;32.6;0.86;;;84;0;E;N;0.4, 84.8
2001-05-06T06:30:29+02:00;5.0;0.16;;;;;;;
2001-04-14T08:40:36+02:00;2.4;0.086;;;;;;;
2001-02-04T06:53:38+01:00;15.1;0.44;;;97;64;E;S;64.0, 97.3
2000-11-13T01:28:01+01:00;6.6;0.21;;;5;13;W;S;13.6, 5.8
2000-10-12T01:29:55+02:00;8.1;0.25;;;5;31;W;S;31.7, 5.5
2000-09-24T08:57:19+02:00;2.7;0.095;;;;;;;
2000-06-03T05:24:49+02:00;3.0;0.1;;;74;36;W;N;36.8, 74.8
2000-02-18T10:25:59+01:00;362.0;7.3;;;109;0;E;S;0.9, 109.2
1999-12-03T18:24:45+01:00;4.2;0.14;;;;;;;
1999-08-16T07:18:20+02:00;3.6;0.12;;;107;35;W;N;35.0, 107.2
1999-03-28T17:37:01+02:00;30.4;0.81;;;97;0;E;N;0.8, 97.6
1999-02-01T15:24:09+01:00;2.8;0.098;;;154;80;E;N;80.0, 154.2
1999-01-14T09:06:05+01:00;506.0;9.8;;32.0;129;44;W;S;44.0, 129.7
1998-10-03T14:58:50+02:00;3.2;0.11;;;;;;;
1998-07-28T16:16:53+02:00;6.3;0.2;;;;;;;
1998-03-24T10:08:14+01:00;2.7;0.095;;;;;;;
1997-12-09T09:15:55+01:00;27.0;0.73;;;49;62;W;N;62.7, 49.9
1997-11-07T08:46:55+01:00;80.0;1.9;;;167;57;E;S;57.3, 167.2
1997-10-09T20:47:15+02:00;19.0;0.53;;37.0;106;31;W;N;31.8, 106.0
1997-10-01T16:26:43+02:00;6.2;0.2;;;108;46;E;N;46.7, 108.9
